BV号：BV1Qf4y1m7BZ
标题：BV1Qf4y1m7BZ
链接：https://www.bilibili.com/video/BV1Qf4y1m7BZ
识别语言：zh
语言置信度：1
分段数：114
生成时间：2026-04-04 02:19:44

[00:00:00 - 00:00:03] 这是一个教你怎么在高考的志愿填冒当中
[00:01:30 - 00:01:31] 排名第一 排名到手第一
[00:01:31 - 00:01:33] 沒有差別那麼大
[00:01:33 - 00:01:35] 不是說我能幹你幹不了
[00:01:35 - 00:01:36] 對吧
[00:01:36 - 00:01:38] 但是往往你會發現
[00:01:38 - 00:01:39] 越是這種專業
[00:01:39 - 00:01:42] 把中文當外語啊
[00:01:42 - 00:01:43] 經濟要管理啊
[00:01:43 - 00:01:44] 越是這種專業
[00:01:44 - 00:01:47] 用這種單位能用名校的
[00:01:47 - 00:01:49] 堅決不用普通高校的
[00:01:50 - 00:01:50] 大家發現了嗎
[00:01:50 - 00:01:54] 比如說假如說你們那個高中啊
[00:01:54 - 00:01:55] 你說他招聘老師
[00:01:56 - 00:01:57] 有北市大的去
[00:01:57 - 00:01:58] 有哈士大的去
[00:01:58 - 00:01:59] 不出太大意外的話
[00:01:59 - 00:02:00] 你们那个公众会招哪儿的
[00:02:01 - 00:02:02] 北师大的
[00:02:02 - 00:02:03] 对吧
[00:02:03 - 00:02:03] 你会发现
[00:02:04 - 00:02:05] 各个单位啊
[00:02:05 - 00:02:07] 各个地区的学校招聘老师都是这样的
[00:02:08 - 00:02:09] 他有清华北大的
[00:02:10 - 00:02:10] 他不要北师大的
[00:02:11 - 00:02:12] 他有北师大的
[00:02:13 - 00:02:14] 他不一定要哈尔滨师分大学的
[00:02:15 - 00:02:16] 他有哈尔滨师分大学的
[00:02:16 - 00:02:18] 他不一定要我们在将师分学院的
[00:02:21 - 00:02:21] 都是师分大学
[00:02:23 - 00:02:23] 为什么
[00:02:24 - 00:02:26] 人家招聘老师的时候要名校的
[00:02:27 - 00:02:28] 不要普通高校的
[00:02:28 - 00:02:34] 因为明孝的同学相对于叫普通高校同学有极点优势
[00:02:34 - 00:02:37] 明孝同学具备普通高校不具备
[00:02:37 - 00:02:39] 低点优势明孝同学更怎么样
[00:02:39 - 00:02:40] 给大家写在这里
[00:02:40 - 00:02:42] 明孝同学他怎么样
[00:02:42 - 00:02:44] 相对更自信
[00:02:44 - 00:02:45] 他们非常的自信
[00:02:45 - 00:02:46] 为什么
[00:02:46 - 00:02:47] 我说明孝的
[00:02:47 - 00:02:49] 我连这个学校都考上了
[00:02:49 - 00:02:51] 你给我教的这点活算啥
[00:02:51 - 00:02:52] 比如我们当老师
[00:02:52 - 00:02:53] 对吧
[00:02:53 - 00:02:54] 我现在给你一个班
[00:02:54 - 00:02:56] 这个班原来是全校倒数第一
[00:02:56 - 00:02:57] 我给你半年的时间
[00:02:57 - 00:03:00] 让你把这个班给我带成全校前三
[00:03:00 - 00:03:01] 普通高中同学就觉得
[00:03:01 - 00:03:02] 哎呀这个能行吗
[00:03:03 - 00:03:06] 人家比较牛的学校人同学就觉得没问题
[00:03:06 - 00:03:06] 为什么
[00:03:07 - 00:03:09] 我连北师大都考上了
[00:03:09 - 00:03:10] 这点事算啥
[00:03:11 - 00:03:13] 有的时候你会发现
[00:03:13 - 00:03:15] 你在生活当中你觉得有些困难
[00:03:15 - 00:03:16] 它是困难为什么
[00:03:17 - 00:03:19] 你没有经历过更大的困难
[00:03:19 - 00:03:21] 如果你经历过更大的困难的话
[00:03:21 - 00:03:25] 你现在的困难跟那个所谓曾经经历过的最大的
[00:03:25 - 00:03:26] 困难相比较
[00:03:26 - 00:03:27] 哪个男
[00:03:27 - 00:03:30] 那些困難算什麼?
[00:03:30 - 00:03:34] 所以你會發現明校的同學普遍自信
[00:03:34 - 00:03:37] 這種自信在工作當中需要不需要
[00:03:37 - 00:03:38] 是需要的
[00:03:38 - 00:03:41] 第二,那些更牛的學校同學證明了什麼呢?
