BV号：BV13f4y1R7tv
标题：BV13f4y1R7tv
链接：https://www.bilibili.com/video/BV13f4y1R7tv
识别语言：zh
语言置信度：1
分段数：102
生成时间：2026-04-04 01:54:00

[00:00:00 - 00:00:03] 这是一个教你怎么在高考的志愿填冒当中
[00:01:33 - 00:01:35] 原来他看的那种那么长的无功都不算啥
[00:01:36 - 00:01:38] 足以见得这个专业
[00:01:38 - 00:01:40] 他将来的就业环境可能不是那么很好
[00:01:40 - 00:01:41] 然后的话你在结合
[00:01:42 - 00:01:44] 这些将来你可能要干的工作
[00:01:44 - 00:01:44] 对吧
[00:01:44 - 00:01:46] 你会发现他可能就业真的不是那么很好
[00:01:46 - 00:01:47] 尤其是像
[00:01:48 - 00:01:48] 这个方面
[00:01:48 - 00:01:50] 我们现在主要的就是
[00:01:50 - 00:01:51] 这个方面的工作
[00:01:51 - 00:01:53] 就业环境不是那么很美好
[00:01:53 - 00:01:54] 但是工资确实很高
[00:01:54 - 00:01:58] 大家注意就是咱们很多很多的功课专业
[00:01:58 - 00:02:00] 包括像我们之前给大家可能要介绍的
[00:02:00 - 00:02:02] 因为我不知道你看科的顺序
[00:02:02 - 00:02:04] 如果说你看的是地址
[00:02:04 - 00:02:06] 矿产这一类专业可能在前面的话
[00:02:06 - 00:02:09] 你会发现就是有些专业
[00:02:09 - 00:02:11] 他的就业环境比较差的话
[00:02:11 - 00:02:14] 为了吸引人来干这个
[00:02:14 - 00:02:15] 结果导致什么呢
[00:02:15 - 00:02:17] 工资就会相对比较高
[00:02:17 - 00:02:19] 所以说经常有家长和考生问我
[00:02:19 - 00:02:21] 说张老师你给孩子抱一个好专业
[00:02:21 - 00:02:23] 我就经常问他我说什么叫好专业
[00:02:23 - 00:02:24] 有家长和考虫就问我了
[00:02:24 - 00:02:25] 跟我说什么
[00:02:25 - 00:02:27] 说张老师挣钱多叫好专业
[00:02:28 - 00:02:29] 挣钱多叫好专业
[00:02:29 - 00:02:33] 然后包括说我们每年都有一些统计的机构
[00:02:33 - 00:02:34] 他去统计什么呢
[00:02:34 - 00:02:36] 去统计大学毕业生以后
[00:02:36 - 00:02:37] 哪个专业
[00:02:37 - 00:02:39] 各个专业的平均薪资
[00:02:39 - 00:02:40] 那么
[00:02:40 - 00:02:42] 以统计到平均薪资的时候
[00:02:42 - 00:02:43] 大家会经常发现什么
[00:02:43 - 00:02:44] 就是像矿产类
[00:02:45 - 00:02:45] 资源类
[00:02:45 - 00:02:46] 侃探类
[00:02:46 - 00:02:48] 包括像这种测汇类专业
[00:02:48 - 00:02:51] 往往他的居委工资都会非常高
[00:02:51 - 00:02:53] 然后大家说老师我干这个
[00:02:53 - 00:02:55] 但是可能你没有想象到的是他的一些
[00:02:55 - 00:02:56] 就业环境
[00:02:56 - 00:02:57] 说到就业环境的话
[00:02:57 - 00:02:58] 大家会发现
[00:02:58 - 00:03:00] 如果说就业环境是这个样子的话
[00:03:00 - 00:03:02] 适合女生去学吗
[00:03:02 - 00:03:04] 就不太适合女生去学了
[00:03:04 - 00:03:06] 但不可避免的是什么
[00:03:06 - 00:03:08] 不可避免的是老高考当中
[00:03:08 - 00:03:11] 有一个东西叫做专业服从调剂
[00:03:11 - 00:03:12] 不可避免的
[00:03:12 - 00:03:14] 就会有女生被调剂到学
[00:03:14 - 00:03:15] 专业
[00:03:15 - 00:03:17] 所以说你要好好考虑考虑
[00:03:17 - 00:03:18] 未来该怎么办了
