BV号：BV1E4411B7g8
标题：BV1E4411B7g8
链接：https://www.bilibili.com/video/BV1E4411B7g8
识别语言：zh
语言置信度：1
分段数：380
生成时间：2026-04-04 07:08:24

[00:00:00 - 00:00:02] 大家好,我是让学习变得更快乐的张雪峰老师
[00:02:55 - 00:02:57] 精神正常的理性的成年人
[00:02:57 - 00:02:58] 你自己要拉开车门逃走
[00:02:58 - 00:03:01] 那么你就为你自己伺候的行为负责
[00:03:01 - 00:03:05] 这个人的行为就叫中断了前面那个
[00:03:05 - 00:03:08] 投毒和后面的死亡的因果关系
[00:03:08 - 00:03:10] 就中间有个介入因素
[00:03:10 - 00:03:12] 就是这个介入因素是什么
[00:03:12 - 00:03:13] 就是这个
[00:03:14 - 00:03:17] 这个以自己的下车跳车逃跑的行为
[00:03:17 - 00:03:18] 那么他的这个行为呢
[00:03:18 - 00:03:20] 就把这个因果关系就中断了
[00:03:20 - 00:03:23] 那假的这个行为是犯罪
[00:03:23 - 00:03:24] 未遂还是犯罪忠实
[00:03:24 - 00:03:26] 就说现在不是中断了吗
[00:03:26 - 00:03:29] 中断了就等于说我假现在不是投毒了
[00:03:29 - 00:03:31] 然后我开车送你去医院
[00:03:31 - 00:03:32] 开车送人去医院
[00:03:32 - 00:03:35] 这个就算是主动去停止犯罪
[00:03:35 - 00:03:35] 对不对
[00:03:35 - 00:03:36] 这就算终止了
[00:03:36 - 00:03:37] 还不一定要看结果
[00:03:37 - 00:03:39] 这就属于终止的过程了
[00:03:39 - 00:03:40] 我现在送你去医院
[00:03:40 - 00:03:41] 就去救你
[00:03:41 - 00:03:42] 这就算终止
[00:03:42 - 00:03:44] 然后终止能不能成功呢
[00:03:44 - 00:03:45] 就看你人活了没有
[00:03:45 - 00:03:47] 如果人活了
[00:03:47 - 00:03:48] 你就是终止成功了
[00:03:48 - 00:03:49] 你就要犯罪终止
[00:03:49 - 00:03:50] 如果人死了
[00:03:50 - 00:03:51] 你这个终止无效
[00:03:51 - 00:03:53] 就说你这只是终止的路程
[00:03:53 - 00:03:54] 你的努力
[00:03:54 - 00:03:55] 但是你就不能成立终止
[00:03:55 - 00:03:57] 仍然是继续
[00:03:57 - 00:03:59] 那你觉得这个案子里面
[00:03:59 - 00:04:01] 他犯罪这个他把人就活了没有
[00:04:05 - 00:04:08] 这个人是死了
[00:04:08 - 00:04:09] 对人是死了
[00:04:09 - 00:04:11] 但是我们说这个死亡
[00:04:11 - 00:04:13] 其实是因为以他自己跳跳跳的
[00:04:13 - 00:04:14] 他自己承担
[00:04:14 - 00:04:15] 那么对于我假来讲
[00:04:15 - 00:04:16] 我负担到什么时候
[00:04:16 - 00:04:17] 我送了你
[00:04:17 - 00:04:18] 我开车送你到医院
[00:04:18 - 00:04:19] 半路上你下去了
[00:04:20 - 00:04:21] 从此由你管
[00:04:21 - 00:04:22] 那么我是不是就
[00:04:23 - 00:04:25] 犯罪是终止是有效的
[00:04:25 - 00:04:27] 就说只要在你下去之前
[00:04:27 - 00:04:27] 你活着没
[00:04:27 - 00:04:30] 我是不是在宗旨的路上
[00:04:30 - 00:04:31] 你活着吧
[00:04:31 - 00:04:32] 这就叫宗旨
[00:04:32 - 00:04:33] 并且有效
[00:04:33 - 00:04:34] 没有继随
[00:04:34 - 00:04:36] 主要是说从他跳下来之后
[00:04:36 - 00:04:37] 那一部分我就不负责了
[00:04:37 - 00:04:40] 所以我只对前面这一块负责
[00:04:40 - 00:04:43] 所以成立犯罪宗旨
[00:04:43 - 00:04:44] 成立犯罪宗旨
[00:04:44 - 00:04:45] 那我问一下
[00:04:45 - 00:04:47] 就是如果说我们把这个椅送到了医院
[00:04:47 - 00:04:49] 椅没有死就回来了
[00:04:49 - 00:04:50] 就回来了话
[00:04:50 - 00:04:52] 这是犯罪未随还是犯罪宗旨
[00:04:52 - 00:04:53] 很好
[00:04:53 - 00:04:54] 这个就是宗旨
[00:04:54 - 00:04:55] 就是说是这样的
[00:04:55 - 00:04:56] 犯罪没有成功对吧
[00:04:56 - 00:04:58] 没有成功分三种情况
[00:04:58 - 00:05:00] 第一个就是那种预备的
[00:05:00 - 00:05:01] 踩在人家跟前转圈圈
[00:05:01 - 00:05:02] 就被警察抓走了的
[00:05:02 - 00:05:03] 这是一类
[00:05:03 - 00:05:05] 还有两类就是可能已经开工了
[00:05:05 - 00:05:08] 那么像是卫髓和中止
[00:05:08 - 00:05:10] 那么如果是你主动自己把人送到医院
[00:05:10 - 00:05:13] 人家活了就是犯罪的中止
[00:05:13 - 00:05:15] 如果是你把人扎完了
[00:05:15 - 00:05:15] 你走了
[00:05:15 - 00:05:17] 那个人命大活下来了
[00:05:17 - 00:05:19] 就是犯罪的卫髓
[00:05:20 - 00:05:21] 主要看你是主动的停
[00:05:21 - 00:05:23] 还是被动的停
[00:05:23 - 00:05:25] 本来他主要他是个什么
[00:05:25 - 00:05:26] 他是主动的
[00:05:26 - 00:05:27] 对 我主动停
[00:05:27 - 00:05:29] 然后我送你去医院
[00:05:29 - 00:05:29] 你活了
[00:05:29 - 00:05:31] 我就是犯罪终止
[00:05:31 - 00:05:33] 然后我们对终止判得可好了
[00:05:33 - 00:05:34] 如果是犯罪终止
[00:05:35 - 00:05:38] 这个没有造成损害的应当免除处罚
[00:05:40 - 00:05:42] 免除处罚
[00:05:42 - 00:05:46] 然后如果造成损害的是应当减轻处罚
[00:05:46 - 00:05:47] 你知道法律最高刑
[00:05:47 - 00:05:49] 最低刑有个重清减轻
[00:05:49 - 00:05:51] 如果在这个幅度之内叫重清
[00:05:51 - 00:05:53] 比这个最低幅度还要低
[00:05:53 - 00:05:54] 叫减轻
[00:05:54 - 00:05:59] 他就是大力的鼓励大家在犯罪进行到一半的时候
[00:05:59 - 00:06:00] 或者刚刚进行完的时候
[00:06:00 - 00:06:05] 去想办法把这个犯罪记随结果防止了
[00:06:05 - 00:06:07] 大力鼓励大家忠实
[00:06:07 - 00:06:09] 所以如果没有造成损害
[00:06:09 - 00:06:11] 哪怕你拿刀对人家渣了
[00:06:11 - 00:06:12] 比如说渣的比较浅
[00:06:12 - 00:06:16] 然后渣经过救治没什么大问题
[00:06:16 - 00:06:18] 没有损害直接免除处罚
[00:06:18 - 00:06:19] 而且是应当
[00:06:19 - 00:06:23] 我发现天光拍电视剧的是不是都血过法律
[00:06:23 - 00:06:24] 还是不是还是到达了
[00:06:24 - 00:06:26] 你記不記得我們經常看電視劇當中
[00:06:26 - 00:06:29] 經常我那種勸說人家
[00:06:29 - 00:06:31] 現在放棄還來得及
[00:06:31 - 00:06:34] 對
[00:06:34 - 00:06:35] 對 就是這個
[00:06:35 - 00:06:36] 對吧
[00:06:36 - 00:06:37] 那我舉個例子
[00:06:37 - 00:06:39] 比如說我去搶銀行
[00:06:39 - 00:06:41] 外面警察跟我喊話
[00:06:41 - 00:06:41] 張雪峰
[00:06:41 - 00:06:44] 現在放棄你還來得及
[00:06:44 - 00:06:45] 我放棄了
[00:06:45 - 00:06:47] 這是未遂還是終止
[00:06:47 - 00:06:51] 你現在問題是警察已經把你抓住了
[00:06:51 - 00:06:53] 你已經是被動的在人家
[00:06:53 - 00:06:56] 警察就是首先你还没自己种子之前
[00:06:56 - 00:06:57] 整查来了对不对
[00:06:57 - 00:06:59] 这个基本上属于未遂了
[00:06:59 - 00:07:00] 那我再举个例子
[00:07:00 - 00:07:02] 因为你已经是被抓住的
[00:07:02 - 00:07:03] 我怎么这么坏
[00:07:03 - 00:07:05] 我怎么这么坏
[00:07:05 - 00:07:07] 比如说我那天我去抢钱银行
[00:07:07 - 00:07:08] 然后拿着抢
[00:07:08 - 00:07:09] 拿着到我都银行
[00:07:09 - 00:07:10] 打劫
[00:07:10 - 00:07:12] 然后人家给我把钱都装好了
[00:07:12 - 00:07:13] 警察还没来呢
[00:07:14 - 00:07:15] 我动怒了
[00:07:15 - 00:07:15] 对
[00:07:15 - 00:07:16] 不抢了
[00:07:16 - 00:07:17] 不好意思
[00:07:17 - 00:07:18] 我刚才随便说说玩的
[00:07:18 - 00:07:18] 我走了
[00:07:19 - 00:07:20] 他拿我没办法
[00:07:20 - 00:07:21] 不用麻烦
[00:07:21 - 00:07:22] 我们表扬你
[00:07:22 - 00:07:22] 表扬我
[00:07:22 - 00:07:24] 不是说没办法就这么演一场
[00:07:24 - 00:07:26] 那我跟神经病是他
[00:07:26 - 00:07:29] 我们就去跑个银行里边去上大街
[00:07:29 - 00:07:30] 再见 大街再见
[00:07:30 - 00:07:32] 这就是犯罪中止
[00:07:32 - 00:07:34] 不那个什么
[00:07:34 - 00:07:35] 我不构成犯罪
[00:07:35 - 00:07:36] 但你要明白
[00:07:36 - 00:07:37] 当你说打街的时候
[00:07:37 - 00:07:38] 你以为没事吗
[00:07:38 - 00:07:39] 有可能保安过来吧
[00:07:39 - 00:07:40] 你解决了呢
[00:07:40 - 00:07:41] 对对对
[00:07:41 - 00:07:42] 我一定跑得了
[00:07:42 - 00:07:43] 有风险的
[00:07:43 - 00:07:45] 其实就是我们在看到这个案子以后
[00:07:45 - 00:07:46] 就是中间我们讲到这个
[00:07:46 - 00:07:48] 被害人自陷风险
[00:07:48 - 00:07:50] 你知道我想到的是一个什么事吗
[00:07:50 - 00:07:54] 曾经上大学的时候坐火车经历过车货
[00:07:54 - 00:07:56] 坐火车经历过车货
[00:07:56 - 00:07:57] 然后当时是
[00:07:57 - 00:07:59] 我前面那个火车跟人装了
[00:07:59 - 00:08:01] 我前面那个火车跟人装了以后的话
[00:08:01 - 00:08:03] 我们那个车在前面那个车后面
[00:08:03 - 00:08:06] 然后当时就是在一个小站停着
[00:08:06 - 00:08:07] 在野外停着
[00:08:07 - 00:08:08] 然后车上就很多人
[00:08:08 - 00:08:10] 但其实很多人的目的地
[00:08:10 - 00:08:12] 就是前面那个站
[00:08:12 - 00:08:13] 就是前面的陕阳站
[00:08:13 - 00:08:15] 我们当时在沈阳的新民站
[00:08:15 - 00:08:17] 新民到陕阳其实很近
[00:08:17 - 00:08:20] 就是他其实和火车就是正常一个小时
[00:08:20 - 00:08:23] 但是当时呢就是我们那个车其实还要往陕阳再往前走
[00:08:23 - 00:08:25] 是陕阳再往前走的铁路出了问题
[00:08:25 - 00:08:26] 我们就到不了陕阳站
[00:08:26 - 00:08:28] 其实我们那个车上很多人是要到陕阳的
[00:08:28 - 00:08:29] 对对对
[00:08:29 - 00:08:31] 当时很多乘客呢
[00:08:31 - 00:08:32] 就下来了
[00:08:32 - 00:08:33] 就要求列车员
[00:08:33 - 00:08:35] 说你把门给我们打开
[00:08:35 - 00:08:36] 我们就到陕阳站
[00:08:36 - 00:08:38] 我们在这打个随便打个蹦蹦什么的
[00:08:38 - 00:08:40] 我们就直接到陕阳去了
[00:08:40 - 00:08:43] 列车死活不给他们
[00:08:43 - 00:08:44] 列车死活不给他们
[00:08:44 - 00:08:45] 列车就说了一句话
[00:08:45 - 00:08:48] 他说如果说我把门给你看看
[00:08:48 - 00:08:49] 你出去
[00:08:49 - 00:08:52] 万一一会过了个火车把你撞死
[00:08:52 - 00:08:54] 我给你开着门
[00:08:54 - 00:08:55] 我负责
[00:08:55 - 00:08:57] 但是你打了我一顿
[00:08:57 - 00:08:59] 你自己从车窗跳出去了
[00:08:59 - 00:09:02] 你这个事我不负责
[00:09:02 - 00:09:03] 这个其实在板子叫
[00:09:03 - 00:09:05] 被害人自限风险
[00:09:05 - 00:09:07] 说的就是这个意思
[00:09:07 - 00:09:09] 在几年前我遇到
[00:09:09 - 00:09:11] 那个就是火车输车会那个事情的时候
[00:09:11 - 00:09:13] 当时立川说句句话的时候
[00:09:13 - 00:09:15] 我还不太理解
[00:09:15 - 00:09:16] 但是今天你给我讲完以后的话
[00:09:16 - 00:09:17] 我就知道了
[00:09:17 - 00:09:18] 原来他说的是
[00:09:18 - 00:09:20] 你自己承担
[00:09:20 - 00:09:22] 我不放你,你自己跳出去你自己承担
[00:09:22 - 00:09:23] 自危
[00:09:23 - 00:09:26] 还有另外简单说叫自危就是自陷危险
[00:09:26 - 00:09:27] 自危行为
[00:09:27 - 00:09:31] 包括现在有的时候我们经常会遇到一些极端情况就是比如像高铁动车组
[00:09:32 - 00:09:36] 他可能就是遇到什么样的情况,然后的话他突然就是停在线路上
[00:09:36 - 00:09:39] 停在线路上的话这个时候就是经常有那种人去闹嘛
[00:09:39 - 00:09:41] 就让他去那里说,去闹啊或者怎样的
[00:09:41 - 00:09:43] 累出来就死活也不给开门
[00:09:43 - 00:09:44] 因为他也不敢给人开门
[00:09:44 - 00:09:45] 对吧
[00:09:45 - 00:09:46] 那这个时候的话
[00:09:46 - 00:09:47] 如果他真的就像刚才我所说的
[00:09:47 - 00:09:51] 他自己拿这个安全球去对这个列车有什么破坏行为
[00:09:52 - 00:09:53] 那他万一陷入风险
[00:09:53 - 00:09:54] 就是他自己的风险
[00:09:54 - 00:09:55] 对
[00:09:55 - 00:09:57] 那还要陪人家这个
[00:09:57 - 00:09:58] 还要破这些钱
[00:09:58 - 00:09:59] 对
[00:09:59 - 00:09:59] 对不对
[00:09:59 - 00:10:00] 所以说的话
[00:10:00 - 00:10:04] 大家在面对一些所谓刚才像我说的这种极端事故的时候
[00:10:04 - 00:10:06] 大家一定要保持理性
[00:10:06 - 00:10:10] 然后的话不要陷入到这种所谓的被害人自陷风险
[00:10:10 - 00:10:12] 对然后要自己承担责任
[00:10:12 - 00:10:14] 对你要自己承担责任是没人为你负责的
[00:10:14 - 00:10:15] 包括像我们那天
[00:10:15 - 00:10:17] 我记得去年有一个南京战
[00:10:17 - 00:10:18] 有一个人去横川高铁
[00:10:18 - 00:10:20] 对对对横川那个站台
[00:10:20 - 00:10:21] 横川站台那个东西对吧
[00:10:21 - 00:10:24] 这个其实也是属于他自陷风险
[00:10:24 - 00:10:24] 对了
[00:10:24 - 00:10:25] 一种危险行为
[00:10:25 - 00:10:26] 你也不能说
[00:10:26 - 00:10:28] 因为我记得咱们中国的火车站
[00:10:28 - 00:10:29] 每个站台都有工作人员
[00:10:29 - 00:10:29] 对
[00:10:29 - 00:10:31] 每个上面都写着说你不要去
[00:10:31 - 00:10:32] 怎么样不要去怎么样
[00:10:32 - 00:10:33] 每个都在喊甚至他还说
[00:10:33 - 00:10:34] 哎那个人你不要去喊
[00:10:34 - 00:10:35] 但是还自己做
[00:10:35 - 00:10:37] 对,当时人家一边喊他一边蹦
[00:10:37 - 00:10:38] 对吧,就是自限风险
[00:10:38 - 00:10:42] 对吧,所以说大家千万一定要怎么说呢
[00:10:42 - 00:10:44] 就是在公共场合,好还是这种行为
[00:10:44 - 00:10:46] 好大家一定要去理性
[00:10:46 - 00:10:48] 要认识到风险
[00:10:48 - 00:10:51] 嗯,好,好,那我们本期节目呢
[00:10:51 - 00:10:53] 非常感谢杨老师跟我们讲了什么叫做
[00:10:53 - 00:10:54] 被害人自限风险
[00:10:54 - 00:10:56] 希望大家以后在
[00:10:56 - 00:10:58] 在遇到这种情况的时候
[00:10:58 - 00:11:00] 想想我们这一期节目
[00:11:00 - 00:11:02] 总之希望大家平安幸福快乐
[00:11:02 - 00:11:04] 好吧 我们本期节目就是这样
[00:11:04 - 00:11:05] 咱们下期节目继续 再见
[00:11:05 - 00:11:07] 谢谢大家 拜拜
