BV号：BV1W7411E7PE
标题：BV1W7411E7PE
链接：https://www.bilibili.com/video/BV1W7411E7PE
识别语言：zh
语言置信度：1
分段数：219
生成时间：2026-04-04 02:56:40

[00:00:00 - 00:00:02] 大家好,我上学习变得更快乐的张雪峰老师
[00:01:30 - 00:01:32] 就是當時聖陽大火
[00:01:32 - 00:01:33] 這個這個是那個
[00:01:33 - 00:01:34] 我看到了
[00:01:34 - 00:01:35] 我那個視頻我也看到了
[00:01:35 - 00:01:36] 真的當時我就氣壞了
[00:01:36 - 00:01:36] 你知道吧
[00:01:36 - 00:01:39] 特别的你楼上找我关我什么
[00:01:39 - 00:01:40] 我记得你那个微博
[00:01:40 - 00:01:41] 第一句话是什么你知道吗
[00:01:41 - 00:01:43] 这说的是人话吗
[00:01:43 - 00:01:43] 真的
[00:01:43 - 00:01:44] 真的
[00:01:44 - 00:01:46] 第二句才是有什么办法
[00:01:46 - 00:01:47] 把它治一下没有
[00:01:47 - 00:01:48] 我就不耐用
[00:01:48 - 00:01:48] 我真的
[00:01:48 - 00:01:49] 我如果说这小句
[00:01:49 - 00:01:49] 就住了
[00:01:49 - 00:01:50] 他敢说这的话
[00:01:50 - 00:01:51] 我上去我就不停压
[00:01:51 - 00:01:52] 就一个大屋啊
[00:01:52 - 00:01:53] 我就打他了
[00:01:53 - 00:01:53] 你知道吧
[00:01:53 - 00:01:54] 你知道吧
[00:01:54 - 00:01:55] 你知道吧
[00:01:55 - 00:01:56] 消防法有个规定
[00:01:56 - 00:01:59] 就说这个堵塞消防通道的
[00:01:59 - 00:02:02] 是可以处于这个500元的罚款
[00:02:02 - 00:02:05] 那如果操作状态损失呢
[00:02:05 - 00:02:07] 他就直卸了500元的罚
[00:02:07 - 00:02:07] 这种行为
[00:02:07 - 00:02:09] 其实我在我们刑法上
[00:02:09 - 00:02:12] 可以有更好的办法来治他
[00:02:12 - 00:02:13] 我们刑法上有一个罪
[00:02:13 - 00:02:17] 叫以危险方法危害公共安全罪
[00:02:17 - 00:02:18] 对
[00:02:18 - 00:02:20] 这个罪就是对于那些个
[00:02:20 - 00:02:22] 比如说放火爆炸投毒
[00:02:22 - 00:02:24] 这些个有特殊的罪名的
[00:02:24 - 00:02:26] 以外的危险的方法
[00:02:26 - 00:02:27] 危害公共安全的
[00:02:27 - 00:02:29] 是可以定这个罪的
[00:02:29 - 00:02:30] 当天幸亏
[00:02:30 - 00:02:33] 就是消防员竹村排他
[00:02:33 - 00:02:34] 没有人上网
[00:02:34 - 00:02:37] 但如果说那天真的说是死伤一些
[00:02:38 - 00:02:39] 那这个人可能就
[00:02:40 - 00:02:43] 所以这个就只有财产损失没有人员损失
[00:02:43 - 00:02:46] 但是也是很重大的财产损失
[00:02:46 - 00:02:46] 你想啊
[00:02:47 - 00:02:50] 所有的人其实都知道消防通道不能堵塞
[00:02:50 - 00:02:54] 而且一般来讲小区在这个消防通道那都会有个牌子
[00:02:54 - 00:02:56] 消防通道严禁停车
[00:02:56 - 00:02:58] 那么你仍然停车
[00:02:58 - 00:03:00] 实际上你对人家
[00:03:00 - 00:03:02] 可能会出问题是放任的
[00:03:02 - 00:03:04] 然后后来他出事还说
[00:03:04 - 00:03:07] 你楼上找我跟我有什么关系啊
[00:03:07 - 00:03:09] 再次证明他是一个什么呢
[00:03:09 - 00:03:10] 放人的
[00:03:10 - 00:03:11] 反正我就放在这
[00:03:11 - 00:03:13] 你进不来你活该
[00:03:13 - 00:03:15] 这其实一个见解故意
[00:03:15 - 00:03:17] 其实是可以按这一条来的
[00:03:17 - 00:03:18] 如果按这一条来的话呢
[00:03:18 - 00:03:19] 判的特别重
[00:03:19 - 00:03:21] 就是只要你往上一放
[00:03:21 - 00:03:22] 三到十年
[00:03:22 - 00:03:24] 就不要危险真正发生到
[00:03:24 - 00:03:27] 实害结果就可以判三到十年
[00:03:27 - 00:03:29] 如果那天晚上我们证明说
[00:03:29 - 00:03:31] 如果消防车及时到
[00:03:31 - 00:03:32] 一个云梯上去
[00:03:32 - 00:03:35] 那个火就能泼灭到不了25楼
[00:03:35 - 00:03:39] 那么他就等于说这些重大的财产损失
[00:03:39 - 00:03:40] 就跟他有直接关系
[00:03:40 - 00:03:42] 是他们想的首先第一就是救火
[00:03:42 - 00:03:43] 对吧
[00:03:43 - 00:03:44] 万一发生点什么事
[00:03:44 - 00:03:45] 哪还想说
[00:03:45 - 00:03:47] 说外相招火理性招火这个事对吧
[00:03:47 - 00:03:50] 然后的话你最后你给人搞成这个样子
[00:03:50 - 00:03:51] 我真觉得怎么说呢
[00:03:51 - 00:03:54] 就是用一句就是你们法律上讲的比较
[00:03:54 - 00:03:56] 分队成的太低了
[00:03:56 - 00:03:57] 对对对
[00:03:57 - 00:03:58] 你说太对了
[00:03:58 - 00:04:00] 那天我看完你说那个话之后
[00:04:00 - 00:04:04] 我特意去查了一下消防法,罚款500块
[00:04:04 - 00:04:07] 我说这些太恶劣了,堵塞消防通道才罚500
[00:04:07 - 00:04:09] 这么有影响力的一个案子
[00:04:09 - 00:04:11] 这么一个事儿,我真的觉得
[00:04:11 - 00:04:13] 应该把它判一下
[00:04:13 - 00:04:15] 作为一个典型案件
[00:04:15 - 00:04:16] 对对对
[00:04:16 - 00:04:17] 去处理一下
[00:04:17 - 00:04:19] 你哪怕说,说句不好听的话
[00:04:19 - 00:04:21] 就是说你判个缓刑啊
[00:04:21 - 00:04:23] 或者说这里批评教育啊
[00:04:23 - 00:04:24] 或者哪怕你行政处罚
[00:04:24 - 00:04:27] 你总比说,就拍个视频这人就走了
[00:04:27 - 00:04:29] 完了就要好
[00:04:29 - 00:04:36] 否则的话,我觉得大家如果说真的,就是你不去疼一下,你不去找这么一个典型啊
[00:04:36 - 00:04:41] 你不杀个鸡给猴看啊,猴是真的不看啊
[00:04:41 - 00:04:44] 我后来每次再经过我们家小区的时候
[00:04:44 - 00:04:47] 都去看看那个消防通道
[00:04:47 - 00:04:50] 真的,我真的会去找那个消防通道的到底在哪里
[00:04:50 - 00:04:52] 如果说有一个车他打到消防通道以后
[00:04:52 - 00:04:55] 我们那个小区的物业第一,他会先给这个车主打电话
[00:04:55 - 00:05:03] 只要看着你,马上打的话,马上就给我挪车,第二,如果说死活就要你车上没有电话了,直接怎么办呢?
[00:05:03 - 00:05:05] 把他车骨里给锁了
[00:05:05 - 00:05:07] 写检讨,你麻烦了呢
[00:05:07 - 00:05:09] 反正你必须得你过友账
[00:05:09 - 00:05:14] 而且这个案子我个人觉得还有一个责任点在哪里呢?就是你物业
[00:05:14 - 00:05:17] 就是你物业首先的话,因为我不知道他们那个
[00:05:17 - 00:05:19] 他那个乱停肯定不是一天
[00:05:19 - 00:05:21] 你像我在我家那个小区
[00:05:21 - 00:05:24] 就是每天晚上你到12点1点2点3点4点的时候
[00:05:24 - 00:05:27] 如果你不睡觉你会经常发现有那个灯来回来晃
[00:05:27 - 00:05:29] 后来我才发现是保安在巡逻
[00:05:29 - 00:05:31] 对是保安在巡逻
[00:05:31 - 00:05:32] 那保安在巡逻的时候
[00:05:32 - 00:05:34] 他一要看一下有没有什么头脑的情况
[00:05:34 - 00:05:35] 对不对
[00:05:35 - 00:05:38] 二可能要检查一下有没有车来堵这个消防灯
[00:05:38 - 00:05:41] 如果堵消防灯的话马上就要去给你治理了
[00:05:41 - 00:05:41] 对
[00:05:41 - 00:05:42] 那你们小区做的确实好
[00:05:42 - 00:05:43] 对
[00:05:43 - 00:05:45] 但是你像当时他这个小区的话
[00:05:45 - 00:05:47] 他这个物业可能做的就没有
[00:05:47 - 00:05:48] 软弱或者不管
[00:05:48 - 00:05:49] 就是不管
[00:05:49 - 00:05:52] 那如果说真的造成极大的财产损失以后
[00:05:52 - 00:05:56] 我个人觉得是不是除了堵塞消防通道的这个人
[00:05:56 - 00:05:57] 他有责任以外
[00:05:57 - 00:05:58] 是不是小区的乡工物业
[00:05:58 - 00:06:00] 他可能也要承担一些
[00:06:00 - 00:06:01] 一定的民事赔偿责任
[00:06:01 - 00:06:02] 对不对
[00:06:02 - 00:06:03] 包括里不当
[00:06:03 - 00:06:03] 对
[00:06:03 - 00:06:05] 包括说我们消防法当中我也记得有规定
[00:06:05 - 00:06:08] 如果说我们在检查的时候发现有一些消防器材
[00:06:08 - 00:06:10] 消防不达标
[00:06:10 - 00:06:13] 可能消防这边已经给你下了这样的一个
[00:06:13 - 00:06:13] 对
[00:06:13 - 00:06:16] 叫一叫隐患什么消防隐患
[00:06:16 - 00:06:17] 整改通知书
[00:06:17 - 00:06:17] 对
[00:06:17 - 00:06:19] 我给你下了这个通知书
[00:06:19 - 00:06:20] 如果说你巨不整改
[00:06:20 - 00:06:21] 然后的话
[00:06:21 - 00:06:22] 你相关的这样的物业
[00:06:22 - 00:06:24] 它肯定也会有责任
[00:06:24 - 00:06:25] 对
[00:06:25 - 00:06:26] 所以说我们经常说
[00:06:26 - 00:06:28] 火灾无情
[00:06:28 - 00:06:30] 我们现在要讲的不是说
[00:06:30 - 00:06:32] 怎么去让消风源去帮我们灭火
[00:06:32 - 00:06:35] 因为这真的是一个非常危险的工作
[00:06:35 - 00:06:37] 我们尽量不要让火灾发生
[00:06:37 - 00:06:38] 再让火灾发生的时候
[00:06:38 - 00:06:41] 我们能让消风源第一时间安全地把火出灭
[00:06:41 - 00:06:42] 对
[00:06:42 - 00:06:43] 这是最重要的
[00:06:43 - 00:06:45] 所以说真的在此希望
[00:06:45 - 00:06:47] 看我们这个视频的各位
[00:06:48 - 00:06:48] 真的大家
[00:06:49 - 00:06:50] 美哈事在小区里边跟我一样
[00:06:51 - 00:06:52] 看看消防通道在哪里
[00:06:52 - 00:06:54] 然后的话如果说发现有这种
[00:06:54 - 00:06:58] 你回家的路上发现有车堵消防通道的话给物业打了电话
[00:06:58 - 00:06:59] 向物业举报一下
[00:06:59 - 00:07:02] 举报一下挪个车你别挡出事的时候再追究责任
[00:07:03 - 00:07:05] 我们这个虽然说咱们这个节目说
[00:07:06 - 00:07:07] 讨论写的责任
[00:07:07 - 00:07:09] 但是我们真的预防民主
[00:07:09 - 00:07:10] 好不好我们
[00:07:11 - 00:07:15] 本期节目就是这样感谢杨老师给大家分享的关于消防的法律知识
[00:07:15 - 00:07:16] 下期节目再见
[00:07:16 - 00:07:18] 好 再见 同学们
